"sha256","bytes","relative_path"
"8ECC1742ADCE9EDEF9110D0CA65579E629FDA06B9443630EC5B7BEC5E28B20C4","430","04_submission\package_genome_medicine_2026-07-22\tables_supplementary\Supplementary_Table_S2_refined_bcell_state_counts.csv"
"8ECC1742ADCE9EDEF9110D0CA65579E629FDA06B9443630EC5B7BEC5E28B20C4","430","04_submission\package_working\tables_supplementary\Supplementary_Table_S2_refined_bcell_state_counts.csv"
"8EE40D5E95DC3513ABD1BD89AD99244DB912AE99EB7781AF134EE77DFA562665","4194","04_submission\package_genome_medicine_gateC8_2026-08-20\additional_files\source_data\Figure5_source_data.csv"
"8EE40D5E95DC3513ABD1BD89AD99244DB912AE99EB7781AF134EE77DFA562665","4194","04_submission\package_genome_medicine_gateC8R_2026-08-20\additional_files\source_data\Figure5_source_data.csv"
"8EE40D5E95DC3513ABD1BD89AD99244DB912AE99EB7781AF134EE77DFA562665","4194","phase17_v7\gateC7\20260820_manuscript_figure_integration\source_data\Figure5_source_data.csv"
"8EE40D5E95DC3513ABD1BD89AD99244DB912AE99EB7781AF134EE77DFA562665","4194","phase17_v7\gateC8R\20260820_pre_submission_repair\source_data\Figure5_source_data.csv"
"8EE89AC90FCE3983F5E0E5D5FAE211FCB7457986A15F9D25D3815B43726F2AFA","3485","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\internal_qc\GATE_C8BR_FINAL_AUDIT.md"
"8EE89AC90FCE3983F5E0E5D5FAE211FCB7457986A15F9D25D3815B43726F2AFA","3485","phase17_v7\gateC8BR\20260825_release_portability_preflight\05_GATE_C8BR_FINAL_AUDIT.md"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","_phase17_review_pack\20260806_120548\payload\03_results\figure1_dataset_overview\figures\figure1_dataset_overview.pdf"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","_phase17_review_pack\20260806_120548\payload\04_submission\advisor_report_2026-07-31\selected_results\figures_main\Figure_1_dataset_overview.pdf"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\figures_main\Figure_1_dataset_overview.pdf"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","03_results\figure1_dataset_overview\figures\figure1_dataset_overview.pdf"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","04_submission\advisor_report_2026-07-31\selected_results\figures_main\Figure_1_dataset_overview.pdf"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","04_submission\package_genome_medicine_2026-07-27\figures_main\Figure_1_dataset_overview.pdf"
"8EFD6B370AEF0CC99BA5F6929F96D161856F6FF492990C8B66AD73B67CE48B21","62712","04_submission\package_genome_medicine_2026-07-31\figures_main\Figure_1_dataset_overview.pdf"
"8F22CBC2421DA3B73906073FC304B9923A2667950C19A811AEFB6715F5AE3323","327345","04_submission\.docx_render_qa\Manuscript\contact_input\final-page-21.png"
"8F22CBC2421DA3B73906073FC304B9923A2667950C19A811AEFB6715F5AE3323","327345","04_submission\.docx_render_qa\Manuscript\page-21.png"
"8F46DA9294B5F2BCED3B95DED1EC22E0955F28C5217CAA3B5F8CFDD6092C9496","3408","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\submission_docs\cover_letter_genome_medicine_gateC8BR_AUTHOR_COMPLETION_REQUIRED_2026-08-25.md"
"8F46DA9294B5F2BCED3B95DED1EC22E0955F28C5217CAA3B5F8CFDD6092C9496","3408","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\submission_docs\cover_letter_genome_medicine_gateC8BRP_AUTHOR_COMPLETION_REQUIRED_2026-08-25.md"
"8F4C701774F887911DEDACA1EDD0A5194CAD9BD485FEE6C69D7DB0996D82EB26","526","_phase17_review_pack\20260806_120548\payload\03_results\regulatory_evidence\tables\regulatory_locus_preparation_metadata.json"
"8F4C701774F887911DEDACA1EDD0A5194CAD9BD485FEE6C69D7DB0996D82EB26","526","03_results\regulatory_evidence\tables\regulatory_locus_preparation_metadata.json"
"8F6F48592912633268D2664B0F44B953F6B6C66AB1E4D5D3DBD51DD85BA19658","636449","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\figures\Figure4_independent_ifn_replication.png"
"8F6F48592912633268D2664B0F44B953F6B6C66AB1E4D5D3DBD51DD85BA19658","636449","phase17_v7\gateC8BRP\20260825_journal_facing_prefreeze\figures\Figure4_independent_ifn_replication.png"
"8F965839A55998AC2405D862BBACFC23AC0372DB0C35EB2AE2AEAACAD4C1753D","37933","_phase17_review_pack\20260806_120548\payload\01_manuscript\manuscript_v5_genome_medicine_targeted.md"
"8F965839A55998AC2405D862BBACFC23AC0372DB0C35EB2AE2AEAACAD4C1753D","37933","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\main_text\manuscript_v5_genome_medicine_targeted.md"
"8F965839A55998AC2405D862BBACFC23AC0372DB0C35EB2AE2AEAACAD4C1753D","37933","01_manuscript\manuscript_v5_genome_medicine_targeted.md"
"8F965839A55998AC2405D862BBACFC23AC0372DB0C35EB2AE2AEAACAD4C1753D","37933","04_submission\package_genome_medicine_2026-07-27\main_text\manuscript_v5_genome_medicine_targeted.md"
"8F965839A55998AC2405D862BBACFC23AC0372DB0C35EB2AE2AEAACAD4C1753D","37933","04_submission\package_genome_medicine_2026-07-31\main_text\manuscript_v5_genome_medicine_targeted.md"
"9080D8F50779954DADDB24292D7C19EE9ACC0455F96261CE3987C68D76096BB5","1094","_phase17_review_pack\20260806_120548\payload\03_results\onek1k_cellxgene_inspection\tables\onek1k_top_cell_type_counts.csv"
"9080D8F50779954DADDB24292D7C19EE9ACC0455F96261CE3987C68D76096BB5","1094","03_results\onek1k_cellxgene_inspection\tables\onek1k_top_cell_type_counts.csv"
"9080D8F50779954DADDB24292D7C19EE9ACC0455F96261CE3987C68D76096BB5","1094","04_submission\package_genome_medicine_2026-07-22\tables_validation\OneK1K_top_cell_type_counts.csv"
"9080D8F50779954DADDB24292D7C19EE9ACC0455F96261CE3987C68D76096BB5","1094","04_submission\package_working\tables_validation\OneK1K_top_cell_type_counts.csv"
"9180AEBEC9EEC113768F1CBF484E61243B3288AC496B514E1DFC4E751D2C5705","6466","04_submission\package_genome_medicine_gateC8B_editorial_preflight_2026-08-21\references\references_gateC8B_vancouver.md"
"9180AEBEC9EEC113768F1CBF484E61243B3288AC496B514E1DFC4E751D2C5705","6466","phase17_v7\gateC8B\20260821_editorial_literature_preflight\references\references_gateC8B_vancouver.md"
"9186B7FFD30A006E19C77EA28D0F4C2FEC161EED27AB74A8507F16C2DF70E686","1107","_phase17_review_pack\20260806_120548\payload\01_manuscript\proposal_latex_source\mbi6013.sty"
"9186B7FFD30A006E19C77EA28D0F4C2FEC161EED27AB74A8507F16C2DF70E686","1107","01_manuscript\proposal_latex_source\mbi6013.sty"
"9188674BDFEE2BB16DDDFF7B09EF7F67CD8D7AC8F67461C6A161177364254F9E","27292","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\13_audit_workspace.py"
"9188674BDFEE2BB16DDDFF7B09EF7F67CD8D7AC8F67461C6A161177364254F9E","27292","02_analysis\scripts\13_audit_workspace.py"
"91AE73F711988B2C46BC37E4A530432887337B6331EF8F9F362BEC29E2225F46","11981","phase17_v7\gateC5B\20260815_gse135779_external_validation\07_PROGRAM_RESULTS.csv"
"91AE73F711988B2C46BC37E4A530432887337B6331EF8F9F362BEC29E2225F46","11981","phase17_v7\gateC8S\20260821_supplementary_traceability_freeze\full_statistical_results\transcription\GSE135779\07_PROGRAM_RESULTS.csv"
"91EC6E8BAAB83EE9C6F0B630233B37B7FC2652F0CF5300075FB6F8ADC96737D5","777","phase17_v7\gateC5B\20260815_gse135779_external_validation\16_CROSS_DATASET_IFN_PROGRAM_EFFECTS.csv"
"91EC6E8BAAB83EE9C6F0B630233B37B7FC2652F0CF5300075FB6F8ADC96737D5","777","phase17_v7\gateC8S\20260821_supplementary_traceability_freeze\full_statistical_results\transcription\GSE135779\16_CROSS_DATASET_IFN_PROGRAM_EFFECTS.csv"
"92EF13FCD8CA2962577EB86A7393C131A2F393D359EE23A57E972F784F8DBB66","179","_phase17_review_pack\20260806_120548\payload\03_results\figure4_covariate_sensitivity\tables\donor_age_balance_summary.csv"
"92EF13FCD8CA2962577EB86A7393C131A2F393D359EE23A57E972F784F8DBB66","179","03_results\figure4_covariate_sensitivity\tables\donor_age_balance_summary.csv"
"93C5472A5FBDCB70335A902690B875C40DA48A022A64A70EBEE1B7A4058545CE","1438","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\tables\composition\donor_cluster_fraction_disease_tests.csv"
"93C5472A5FBDCB70335A902690B875C40DA48A022A64A70EBEE1B7A4058545CE","1438","03_results\first_pass_bcell_full\tables\composition\donor_cluster_fraction_disease_tests.csv"
"93C9F6C2F0EF986C5C8DC67CE9B16976F8A140AD4943F0E9CD792C43E3216C96","9772","04_submission\journal_submission\reproducibility\phase17_round6_05_fit_identity_uncertainty_composition.py"
"93C9F6C2F0EF986C5C8DC67CE9B16976F8A140AD4943F0E9CD792C43E3216C96","9772","audit_tools\phase17_round6_05_fit_identity_uncertainty_composition.py"
"93F8E49E279C6F3E587E09A89F699F4E85E29B5B3B9C0400E62607B69D206851","966","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\06_plot_bcell_metadata_umaps.py"
"93F8E49E279C6F3E587E09A89F699F4E85E29B5B3B9C0400E62607B69D206851","966","02_analysis\scripts\06_plot_bcell_metadata_umaps.py"
"94388358454807DF4542A2048E5A21A2C371F7B1A5AAC294B84A5CDB88228A61","3544","_phase17_review_pack\20260806_120548\payload\03_results\figure3_abc_apc_focus\pseudobulk_state_expression_summary.md"
"94388358454807DF4542A2048E5A21A2C371F7B1A5AAC294B84A5CDB88228A61","3544","03_results\figure3_abc_apc_focus\pseudobulk_state_expression_summary.md"
"944ED0444674011D0B1C0470E07C803CBA5A2F06E5460C8261851C4642433F11","134300","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\marker_refinement\sensitivity\donor_state_fractions_exclude_Naive_B_III_-_small_naive-like_cluster.csv"
"944ED0444674011D0B1C0470E07C803CBA5A2F06E5460C8261851C4642433F11","134300","03_results\first_pass_bcell_full\marker_refinement\sensitivity\donor_state_fractions_exclude_Naive_B_III_-_small_naive-like_cluster.csv"
"94879BF708F05D1D73EC888A97801894CEFD2D13623A3D8F55648E575283C52D","21300","phase17_v7\gateC5B\20260815_gse135779_external_validation\12_SOURCE_LABEL_LOO_PROGRAM_RESULTS.csv"
"94879BF708F05D1D73EC888A97801894CEFD2D13623A3D8F55648E575283C52D","21300","phase17_v7\gateC8S\20260821_supplementary_traceability_freeze\full_statistical_results\transcription\GSE135779\12_SOURCE_LABEL_LOO_PROGRAM_RESULTS.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","_phase17_review_pack\20260806_120548\payload\03_results\compositional_abundance_sensitivity\tables\compositional_abundance_models.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","_phase17_review_pack\20260806_120548\payload\04_submission\advisor_report_2026-07-31\selected_results\tables\compositional_abundance_models.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\tables_supplementary\Supplementary_Table_S13b_compositional_abundance_models.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","03_results\compositional_abundance_sensitivity\tables\compositional_abundance_models.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","04_submission\advisor_report_2026-07-31\selected_results\tables\compositional_abundance_models.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","04_submission\package_genome_medicine_2026-07-27\tables_supplementary\Supplementary_Table_S13b_compositional_abundance_models.csv"
"9509439AEA937D9DB7937522E68D8B07366869A615733C98EF1FB015E6E5B557","11603","04_submission\package_genome_medicine_2026-07-31\tables_supplementary\Supplementary_Table_S13b_compositional_abundance_models.csv"
"9525B6F1F9E2DF10FD8C51ABA55D3B9650A80DED88FC1859899250030810E304","401","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\tables\composition\cluster_by_author_cell_type.csv"
"9525B6F1F9E2DF10FD8C51ABA55D3B9650A80DED88FC1859899250030810E304","401","03_results\first_pass_bcell_full\tables\composition\cluster_by_author_cell_type.csv"
"95AB2C1A048463BB79C03A4258087AB7AB7A1E115CB55D421476A9E07D7C32E9","6744","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\submission_docs\advisor_full_project_audit_v3_2026-07-27.md"
"95AB2C1A048463BB79C03A4258087AB7AB7A1E115CB55D421476A9E07D7C32E9","6744","04_submission\advisor_full_project_audit_v3_2026-07-27.md"
"95AB2C1A048463BB79C03A4258087AB7AB7A1E115CB55D421476A9E07D7C32E9","6744","04_submission\package_genome_medicine_2026-07-27\submission_docs\advisor_full_project_audit_v3_2026-07-27.md"
"95AB2C1A048463BB79C03A4258087AB7AB7A1E115CB55D421476A9E07D7C32E9","6744","04_submission\package_genome_medicine_2026-07-31\submission_docs\advisor_full_project_audit_v3_2026-07-27.md"
"96223916FE5E13B631CA10BE78793D203D8A842D0483DAB3FD26AA64657EA55B","3154","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\11_state_level_donor_tests.py"
"96223916FE5E13B631CA10BE78793D203D8A842D0483DAB3FD26AA64657EA55B","3154","02_analysis\scripts\11_state_level_donor_tests.py"
"964A4564AAF15C16CD0A2C7E9850D2CEDECE083B76D524BB2CE050C0177E6417","212118","04_submission\journal_submission_im\internal_qc\wps_render_supplement\final-page-13.png"
"964A4564AAF15C16CD0A2C7E9850D2CEDECE083B76D524BB2CE050C0177E6417","212118","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\internal_qc\wps_render_supplement\final-page-13.png"
"964A4564AAF15C16CD0A2C7E9850D2CEDECE083B76D524BB2CE050C0177E6417","212118","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\internal_qc\wps_render_supplement\final-page-13.png"
"96D6657984778A4A090D1B7AC33CE4833513B6D6C3E9EFFE07F8FFE832B29ED9","485523","04_submission\package_genome_medicine_gateC8_2026-08-20\figures\Figure2_sample_level_composition.png"
"96D6657984778A4A090D1B7AC33CE4833513B6D6C3E9EFFE07F8FFE832B29ED9","485523","phase17_v7\gateC7\20260820_manuscript_figure_integration\figures\Figure2_sample_level_composition.png"
"96F6D91F8D60123C1C09312B5C05B7BC8BDD8D82A9BFD5C14D1A003E60308BD9","28","_phase17_review_pack\20260806_120548\payload\03_results\onek1k_cellxgene_inspection\tables\onek1k_top_assay_counts.csv"
"96F6D91F8D60123C1C09312B5C05B7BC8BDD8D82A9BFD5C14D1A003E60308BD9","28","03_results\onek1k_cellxgene_inspection\tables\onek1k_top_assay_counts.csv"
"97F3771C03CC6717530C2CF378830BB936C890F0E3B8E5E4C43C0BE98B86DA70","316","phase17_v7\gateC6B\20260815_regulatory_evidence\18_GSE23307_LOG2P1_DONOR_PROGRAM_EFFECTS.csv"
"97F3771C03CC6717530C2CF378830BB936C890F0E3B8E5E4C43C0BE98B86DA70","316","phase17_v7\gateC8S\20260821_supplementary_traceability_freeze\full_statistical_results\regulatory_and_orthogonal\18_GSE23307_LOG2P1_DONOR_PROGRAM_EFFECTS.csv"
"98094EFECAA65B19644245715372E6C75805330F7983B7AF1DA04CF41EB951BA","83150","04_submission\package_genome_medicine_gateC8_2026-08-20\internal_qc\wps_render_cover_letter\Genome_Medicine_Cover_Letter_GateC8_AUTHOR_CONFIRMATION_REQUIRED_WPS.pdf"
"98094EFECAA65B19644245715372E6C75805330F7983B7AF1DA04CF41EB951BA","83150","04_submission\package_genome_medicine_gateC8_2026-08-20\review_copies\Genome_Medicine_Cover_Letter_GateC8_AUTHOR_CONFIRMATION_REQUIRED_WPS.pdf"
"98384AFBEFBA50BD74E662BEFD8BC7855A03CA703A492A90332CE18C30842612","8298150","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31.zip"
"98384AFBEFBA50BD74E662BEFD8BC7855A03CA703A492A90332CE18C30842612","8298150","04_submission\package_genome_medicine_2026-07-31.zip"
"9881B82A6029815DC5538E9D57C92BB9370DC8F4BD71B4A5F792338B7059ACD9","3240","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\00_download_sle_gwas_gcst005831.ps1"
"9881B82A6029815DC5538E9D57C92BB9370DC8F4BD71B4A5F792338B7059ACD9","3240","02_analysis\scripts\00_download_sle_gwas_gcst005831.ps1"
"9897F89CF80D5EE7DAA513BF6466D2B3DD44A0E50D514B1FD1E02502FD898C43","191","04_submission\journal_submission_im\internal_qc\main_text_a11y.json"
"9897F89CF80D5EE7DAA513BF6466D2B3DD44A0E50D514B1FD1E02502FD898C43","191","04_submission\journal_submission\internal_qc\main_text_a11y.json"
"98CC190E44BCCCDACB86AFF5536C57AE2BEC3B10B489A2C278313E3A5D18A873","1860","_phase17_review_pack\20260806_120548\payload\04_submission\reference_verification\reference_verification_crossref_2026-07-09.csv"
"98CC190E44BCCCDACB86AFF5536C57AE2BEC3B10B489A2C278313E3A5D18A873","1860","04_submission\package_genome_medicine_2026-07-22\internal_qc\reference_verification_crossref_2026-07-09.csv"
"98CC190E44BCCCDACB86AFF5536C57AE2BEC3B10B489A2C278313E3A5D18A873","1860","04_submission\package_working\internal_qc\reference_verification_crossref_2026-07-09.csv"
"98CC190E44BCCCDACB86AFF5536C57AE2BEC3B10B489A2C278313E3A5D18A873","1860","04_submission\reference_verification\reference_verification_crossref_2026-07-09.csv"
"9904AEBBF08FA3CCDC556C2B09CBD23F36D18D70737AFA18F715C63C18B08D00","55055","04_submission\package_genome_medicine_gateC8R_2026-08-20\figures\Figure3_gse174188_bconv_transcription.pdf"
"9904AEBBF08FA3CCDC556C2B09CBD23F36D18D70737AFA18F715C63C18B08D00","55055","phase17_v7\gateC8R\20260820_pre_submission_repair\figures\Figure3_gse174188_bconv_transcription.pdf"
"9994481242D5D82E591816EA1EA0C52170EFD0343AE3428B68C8549761610FE1","392138","04_submission\.docx_render_qa\Manuscript\contact_input\final-page-17.png"
"9994481242D5D82E591816EA1EA0C52170EFD0343AE3428B68C8549761610FE1","392138","04_submission\.docx_render_qa\Manuscript\page-17.png"
"99BEE3955F5ED40E75D5D6C13079AC368FA7FFD79C7C40D276594F88E5ACA64C","6235","04_submission\advisor_full_project_audit_2026-07-22.md"
"99BEE3955F5ED40E75D5D6C13079AC368FA7FFD79C7C40D276594F88E5ACA64C","6235","04_submission\package_genome_medicine_2026-07-22\submission_docs\advisor_full_project_audit_2026-07-22.md"
"99BEE3955F5ED40E75D5D6C13079AC368FA7FFD79C7C40D276594F88E5ACA64C","6235","04_submission\package_working\submission_docs\advisor_full_project_audit_2026-07-22.md"
"99E1F0947B484EBD9572C076504BBCC5C5F1FC1C3653C091317EF71FE6864168","408591","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\internal_qc\wps_render_supplement\final-page-02.png"
"99E1F0947B484EBD9572C076504BBCC5C5F1FC1C3653C091317EF71FE6864168","408591","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\internal_qc\wps_render_supplement\final-page-02.png"
"99F3BCA75C753FD89F3AC904EBCF61FD96EDE853C3FE0E940B77BD5CBF4B1E5E","4356","_phase17_review_pack\20260806_120548\payload\02_analysis\RUNBOOK_phase2_refined_figure2.md"
"99F3BCA75C753FD89F3AC904EBCF61FD96EDE853C3FE0E940B77BD5CBF4B1E5E","4356","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\analysis_code\RUNBOOK_phase2_refined_figure2.md"
"99F3BCA75C753FD89F3AC904EBCF61FD96EDE853C3FE0E940B77BD5CBF4B1E5E","4356","02_analysis\RUNBOOK_phase2_refined_figure2.md"
"99F3BCA75C753FD89F3AC904EBCF61FD96EDE853C3FE0E940B77BD5CBF4B1E5E","4356","04_submission\package_genome_medicine_2026-07-27\analysis_code\RUNBOOK_phase2_refined_figure2.md"
"99F3BCA75C753FD89F3AC904EBCF61FD96EDE853C3FE0E940B77BD5CBF4B1E5E","4356","04_submission\package_genome_medicine_2026-07-31\analysis_code\RUNBOOK_phase2_refined_figure2.md"
"9AA2A389C3847E3D2E91E668ECF1C7EEF6AC521408D64A8E6523921DC1034670","75","04_submission\journal_submission_im\reproducibility\environment_analysis_python.txt"
"9AA2A389C3847E3D2E91E668ECF1C7EEF6AC521408D64A8E6523921DC1034670","75","04_submission\journal_submission\reproducibility\environment_analysis_python.txt"
"9AA2A389C3847E3D2E91E668ECF1C7EEF6AC521408D64A8E6523921DC1034670","75","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\reproducibility\environment_phase17_v7_pip_freeze_2026-08-10.txt"
"9AA2A389C3847E3D2E91E668ECF1C7EEF6AC521408D64A8E6523921DC1034670","75","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\reproducibility\environment_phase17_v7_pip_freeze_2026-08-10.txt"
"9AA2A389C3847E3D2E91E668ECF1C7EEF6AC521408D64A8E6523921DC1034670","75","audit_tools\environment_analysis_python.txt"
"9AA2A389C3847E3D2E91E668ECF1C7EEF6AC521408D64A8E6523921DC1034670","75","audit_tools\environment_phase17_v7_pip_freeze_2026-08-10.txt"
"9ADD98B2B0EC5BD7FC3ADB1C0B38F288C0C6A02EDF4DA6B4791BC3071A39A54F","625450","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\marker_refinement\figures\raw_count_cluster_marker_dotplot.png"
"9ADD98B2B0EC5BD7FC3ADB1C0B38F288C0C6A02EDF4DA6B4791BC3071A39A54F","625450","03_results\first_pass_bcell_full\marker_refinement\figures\raw_count_cluster_marker_dotplot.png"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","04_submission\journal_submission_im\references\references_gateC8BR_vancouver.md"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","04_submission\journal_submission\references\references_gateC8BR_vancouver.md"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\references\references_gateC8BR_vancouver.md"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\references\references_gateC8BR_vancouver.md"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\references\references_gateC8BR_vancouver.md"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","phase17_v7\gateC8BR\20260825_release_portability_preflight\references\references_gateC8BR_vancouver.md"
"9AE9785180DFDF9E8C886E5DE0CB1D440836A2D079938EE469328B323E9D4C47","6725","phase17_v7\gateC8BRP\20260825_journal_facing_prefreeze\references\references_gateC8BR_vancouver.md"
"9B204288EBED0159A4FB19C69087E30EBA37EE5B416170CC6D48AD216B7AD09B","39051","_phase17_review_pack\20260806_120548\payload\04_submission\outputs\cover_letter_2026-07-31\Genome_Medicine_Cover_Letter_v3_AUTHOR_COMPLETION_REQUIRED.docx"
"9B204288EBED0159A4FB19C69087E30EBA37EE5B416170CC6D48AD216B7AD09B","39051","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\submission_docs\Genome_Medicine_Cover_Letter_v3_AUTHOR_COMPLETION_REQUIRED.docx"
"9B204288EBED0159A4FB19C69087E30EBA37EE5B416170CC6D48AD216B7AD09B","39051","04_submission\outputs\cover_letter_2026-07-31\Genome_Medicine_Cover_Letter_v3_AUTHOR_COMPLETION_REQUIRED.docx"
"9B204288EBED0159A4FB19C69087E30EBA37EE5B416170CC6D48AD216B7AD09B","39051","04_submission\package_genome_medicine_2026-07-31\submission_docs\Genome_Medicine_Cover_Letter_v3_AUTHOR_COMPLETION_REQUIRED.docx"
"9B540405615E044A4F246812F80A2849ADC4413C7AF8A0234E6402689A53487F","15035","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\19_pseudobulk_state_expression.py"
"9B540405615E044A4F246812F80A2849ADC4413C7AF8A0234E6402689A53487F","15035","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\analysis_code\scripts\19_pseudobulk_state_expression.py"
"9B540405615E044A4F246812F80A2849ADC4413C7AF8A0234E6402689A53487F","15035","02_analysis\scripts\19_pseudobulk_state_expression.py"
"9B540405615E044A4F246812F80A2849ADC4413C7AF8A0234E6402689A53487F","15035","04_submission\package_genome_medicine_2026-07-27\analysis_code\scripts\19_pseudobulk_state_expression.py"
"9B540405615E044A4F246812F80A2849ADC4413C7AF8A0234E6402689A53487F","15035","04_submission\package_genome_medicine_2026-07-31\analysis_code\scripts\19_pseudobulk_state_expression.py"
"9B995F178A27ECD40B48493A3C448F82371A7FD76DEE425ECDE4A30DE1161E90","1148","04_submission\package_genome_medicine_gateC8_2026-08-20\references\reference_verification_gateC8.md"
"9B995F178A27ECD40B48493A3C448F82371A7FD76DEE425ECDE4A30DE1161E90","1148","phase17_v7\gateC8\20260820_genome_medicine_submission_package\references\reference_verification_gateC8.md"
"9BBD1A27700203D1620F4277AB9F6AAAFE16E803849907A0FA8DD81C4B8EE3D7","40181","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\portal_upload_preview\Cover_Letter.docx"
"9BBD1A27700203D1620F4277AB9F6AAAFE16E803849907A0FA8DD81C4B8EE3D7","40181","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\submission_docs\Cover_Letter_AUTHOR_CONFIRMATION_REQUIRED.docx"
"9C19B6A6D0C63DA31500FD7397BDF26ECCE5E994C9B3287B906312C0E1E5A3A4","6540","_phase17_review_pack\20260806_120548\payload\04_submission\journal_strategy.md"
"9C19B6A6D0C63DA31500FD7397BDF26ECCE5E994C9B3287B906312C0E1E5A3A4","6540","04_submission\journal_strategy.md"
"9C4E5F405B6C8A3667092A0C2AAF1DE5446EE8E9B5FCFFC2C554D560E155400D","2293","04_submission\journal_submission_im\references\reference_verification_gateC8BR.md"
"9C4E5F405B6C8A3667092A0C2AAF1DE5446EE8E9B5FCFFC2C554D560E155400D","2293","04_submission\journal_submission\references\reference_verification_gateC8BR.md"
"9C4E5F405B6C8A3667092A0C2AAF1DE5446EE8E9B5FCFFC2C554D560E155400D","2293","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\references\reference_verification_gateC8BR.md"
"9C4E5F405B6C8A3667092A0C2AAF1DE5446EE8E9B5FCFFC2C554D560E155400D","2293","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\references\reference_verification_gateC8BR.md"
"9C4E5F405B6C8A3667092A0C2AAF1DE5446EE8E9B5FCFFC2C554D560E155400D","2293","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\references\reference_verification_gateC8BR.md"
